sentence,sentiment,char_length,word_count
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,102,19
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,114,22
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,81,18
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative,190,34
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,110,21
- The Group - s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,neutral,76,19
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,neutral,77,16
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,127,26
Finnish media group Talentum has issued a profit warning .,negative,58,10
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,165,33
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,181,35
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,90,20
"According shipping company Viking Line , the EU decision will have a significant financial impact .",neutral,99,16
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,194,34
"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",neutral,165,31
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative,129,28
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,70,15
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative,59,14
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative,59,14
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,negative,62,15
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative,82,16
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,168,29
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,neutral,220,41
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,170,30
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative,122,23
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,151,27
He said : `` It is for sale again and we will be actively marketing it .,neutral,72,17
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,118,28
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",negative,65,14
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,80,16
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,121,24
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,85,19
Net loss in the same period in 2009 was euro18 .6 million .,neutral,59,13
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative,77,15
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,126,28
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,152,32
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,106,21
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,72,16
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,101,22
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,102,22
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,103,22
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,112,22
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,151,28
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,90,17
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,80,17
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,106,22
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative,86,18
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,114,26
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,104,19
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,112,24
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,94,21
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative,119,24
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,90,19
Finnish Bank of +land +landsbanken has issued a profit warning .,negative,64,11
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,74,11
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,173,25
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,221,45
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,176,29
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,167,34
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,155,32
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative,107,22
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,105,22
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,138,26
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,104,22
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,104,21
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,71,15
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,72,16
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,103,24
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,193,36
Scanfil has also issued a profit warning .,negative,42,8
Scanfil issued a profit warning on 10 April 2006 .,negative,50,10
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,95,21
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative,106,21
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,74,14
The real estate company posted a net loss of +  x201a - 59.3 million +  x201a - 0.21 per share compared with a net profit of +  x201a - 31 million +  x201a - 0.11 per share for the corresponding quarter of 2007 .,negative,212,44
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,123,19
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,120,21
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,215,33
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,226,37
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,147,27
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive,117,22
The talks are aimed at restructuring operations and cutting costs .,positive,67,11
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ki Oyj 's CEO Jukka Moisio .",neutral,147,24
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,108,20
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,72,11
"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force .",neutral,159,27
Lean System supports change management and component purchasing extremely well .,positive,80,11
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,134,24
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,neutral,120,21
This transaction will also rationalize our pulp and paper industry related solutions .,positive,86,13
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,117,23
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,121,23
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,114,23
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,81,16
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,198,34
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",positive,133,21
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,88,17
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,71,16
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive,93,17
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,94,17
"By cutting the number of plants , the group will trim fixed costs .",positive,67,14
Results are expected late in 2006 .,neutral,35,7
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,179,30
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,225,40
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",negative,228,41
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,146,23
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,235,41
"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .",neutral,130,22
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,98,24
All reproduction for further distribution is prohibited .,neutral,57,8
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,93,15
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,140,24
"In this case , the effect would be negative in Finland .",negative,56,12
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,81,15
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",neutral,94,19
"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",neutral,107,19
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,103,17
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,neutral,64,11
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral,111,19
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,236,30
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral,84,17
"The effect may remain short-lived , however .",neutral,45,8
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral,110,20
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,129,20
The number of bodily injury cases quadrupled in 2000-2006 .,negative,59,10
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,108,22
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .",neutral,124,29
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral,120,20
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,98,18
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,139,25
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,165,30
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",neutral,144,28
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,103,20
`` We have the most expensive water brand in Finland at the moment . '',neutral,71,15
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,149,26
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,80,15
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",neutral,102,19
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+meri , the Northernmost part of the Gulf of Bothnia .",negative,166,30
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative,91,15
Finnish energy company Fortum has set itself new stricter target limits for short-term carbon dioxide emissions from its heat and electricity production .,neutral,154,23
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative,144,27
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,neutral,114,19
"Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .",neutral,117,19
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,negative,67,12
Finnish publishing and printing group Ilkka-Yhtym+ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,151,25
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,105,18
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative,111,21
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,168,26
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",neutral,126,23
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,176,33
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,neutral,147,27
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,221,37
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,127,19
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,neutral,136,23
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",negative,215,40
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,negative,94,14
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",neutral,227,43
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",negative,99,21
"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",neutral,132,22
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,negative,123,21
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,128,20
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral,137,28
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,106,19
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral,108,16
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative,219,36
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",neutral,223,42
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,129,22
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",negative,223,34
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",neutral,205,37
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,neutral,57,10
Global life science industry is strictly regulated by international and national authorities .,neutral,94,13
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative,117,22
His resignation will take effect immediately .,neutral,46,7
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,153,28
"In addition , the production at the Varpaisj+ rvi factory will be stopped at the beginning of April 2009 .",negative,106,20
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",neutral,75,12
"In Sweden , there is an oversupply of pharmacies .",negative,50,10
Incap Furniture is presently negotiating staff cuts .,negative,53,8
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",negative,132,25
It is a disappointment to see the plan folded .,negative,47,10
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,94,19
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,96,16
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",negative,79,16
Less than ten people will face pension agreements .,neutral,51,9
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative,225,46
"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",neutral,205,43
Managing Director Timo Kohtam+ki of Lemmink+inen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral,153,21
"More than 14,000 customers were left powerless .",negative,48,8
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,neutral,95,18
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral,107,18
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,107,20
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,neutral,75,13
"On 20 March 2006 , Stora Enso refused to comment the news in any way .",neutral,70,16
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral,301,50
Rapala Fishing Frenzy 2009 .,neutral,28,5
Residents access to the block is planned to be from Aleksandri Street .,neutral,71,13
"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",neutral,111,20
"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",neutral,225,38
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral,67,12
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative,96,17
"shock phase ' , consumers have once again started to plan and implement building projects .",neutral,91,16
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,123,27
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",neutral,99,18
SWOT analysis is just one method of categorization and has its own weaknesses .,neutral,79,14
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral,94,15
The appointments will be in force until the new CEO has been appointed .,neutral,72,14
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,184,34
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,neutral,100,19
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,176,39
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral,121,24
"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",neutral,164,30
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,139,24
The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,neutral,84,13
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",negative,103,22
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral,215,38
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,179,30
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,101,18
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",neutral,156,26
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",neutral,95,17
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral,101,17
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",neutral,153,26
"The gross area of eight houses will be 12,167 m2 .",neutral,50,11
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,84,20
The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,neutral,62,13
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,71,15
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative,136,25
The layoff talks were first announced in August .,neutral,49,9
The measures result from weak demand in the shipbuilding industry .,negative,67,11
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,67,14
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,129,22
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral,102,16
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral,129,26
"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",neutral,101,19
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,negative,88,16
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral,113,25
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",negative,78,15
"The pulp production in Finnish Kemij+rvi will also be liquidated and about 1,100 employees loose their jobs .",negative,109,18
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral,184,34
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,143,24
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral,107,20
The share subscription period will expire on 30 September 2007 .,neutral,64,11
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral,91,17
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,92,17
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,155,21
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,133,21
They are also upset that some of the machinery and work is taken over to Poland .,negative,81,17
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,neutral,121,20
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",negative,150,25
"When cruising , the revs fall as less engine output is required .",neutral,65,13
Viking Line has canceled some services .,negative,40,7
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",neutral,84,17
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",neutral,172,34
"`` Soon after , the collisions started . ''",neutral,43,9
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral,74,16
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",negative,87,18
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,89,19
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,224,40
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,neutral,221,34
A 2001 agreement expired earlier this month .,neutral,45,8
"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",neutral,120,22
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",neutral,99,18
"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",neutral,104,20
And Ogden reportedly will shell out $ 4.2 million .,neutral,51,10
"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",neutral,95,21
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",negative,212,37
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral,162,25
