sentence,sentiment,char_length,word_count
"Quartal Oy now owns 2,094,063 shares in Satama Interactive Plc , which represents 5,19 per cent of the share capital and voting rights .",neutral,136,24
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,neutral,67,11
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,neutral,127,20
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .",neutral,147,22
RSA 's shares closed at 156.9 p at the time of going to press .,neutral,63,15
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,neutral,78,13
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,neutral,89,14
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral,144,25
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",neutral,116,21
Stora Enso will receive a 19.9 pct equity interest in the combined company .,neutral,76,14
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral,82,15
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,neutral,94,17
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,neutral,111,19
"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",neutral,131,27
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",neutral,195,32
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",neutral,246,39
The agreement includes application maintenance and support services .,neutral,69,9
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral,134,22
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,neutral,90,18
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral,217,36
"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",neutral,89,20
The building will house product development and test laboratories .,neutral,67,10
The business area 's net sales were slightly over 2m in 2006 .,neutral,62,13
The business development initiatives in North America are headed by Lynn Shanahan .,neutral,83,13
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,149,29
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral,162,28
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,neutral,157,26
The closing of such transaction took place today .,neutral,50,9
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",neutral,80,16
The combined capital of these funds is expected to be EUR 100mn-150mn .,neutral,71,13
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,neutral,133,28
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",neutral,186,33
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",neutral,197,39
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral,141,23
The company did not distribute a dividend in 2005 .,neutral,51,10
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral,83,18
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,131,25
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral,85,20
The company has 120 employees and annual sales of approximately EUR16m .,neutral,72,12
The company has an annual turnover of EUR32 .8 m.,neutral,49,10
"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",neutral,172,28
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",neutral,148,25
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,neutral,102,22
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",neutral,147,22
"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",neutral,217,34
"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",neutral,167,32
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",neutral,163,30
"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",neutral,116,22
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,130,22
The contract is worth some EUR 1 million .,neutral,42,9
The contract value amounts to EUR 2.4 million .,neutral,47,9
The credit covers approximately 70 % of the ship 's price .,neutral,59,12
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,neutral,152,28
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral,97,20
"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral,136,24
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,161,26
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",neutral,138,27
"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral,85,17
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,neutral,95,17
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral,111,21
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral,98,16
"The Division also includes joint sales , marketing and controlling functions for these units .",neutral,94,15
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral,76,14
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",neutral,206,40
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",neutral,225,46
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral,119,21
The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,neutral,85,14
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,266,44
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,127,25
The estimated annual value of the frame agreement is about EUR 50mn .,neutral,69,13
The estimated value of the deal is USD 9.2 million .,neutral,52,11
The EUR17m contract includes both design and construction works .,neutral,65,10
"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",neutral,239,41
The expanded company will continue to be called NewPage .,neutral,57,10
The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral,81,15
The expansion is to be finalized in the autumn of 2009 .,neutral,56,12
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral,169,34
The figure does not include food exports from Finland .,neutral,55,10
"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",neutral,95,18
"The Filter Tips cover the volume range from 0.1-1200 -l including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -l volume capacities .",neutral,148,31
The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral,83,16
The firm builds components for mobile phones and other communications products .,neutral,80,12
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",neutral,114,25
The group 's net sales in 2007 were EUR683 .6 m.,neutral,48,11
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",neutral,95,19
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",neutral,295,47
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral,133,24
The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral,69,14
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,154,22
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,203,34
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral,146,26
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,75,15
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral,217,39
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,neutral,180,28
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",neutral,145,27
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,119,21
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",neutral,123,17
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral,125,23
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral,104,20
The orders also include a few high-power drives for the control of seismic compressors .,neutral,88,15
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",neutral,105,17
The Oulu plant employs approximately 120 people .,neutral,49,8
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,neutral,199,34
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,neutral,95,16
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",neutral,97,20
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral,188,36
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral,170,30
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",neutral,105,17
"The remaining amount will be funded through debt , the Danish bank said .",neutral,73,14
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,270,42
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,120,20
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,156,25
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,175,27
The solution will be installed in the USA to support the North American operations of the customer .,neutral,100,18
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",neutral,179,33
The studies are expected to start in 2008 .,neutral,43,9
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",neutral,121,22
The terms of the transactions remained undisclosed .,neutral,52,8
The total capacity of the factory will be approximately 100 engines a year .,neutral,76,14
"The total floor area of the plant expansion is 29,000 square metres .",neutral,69,13
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,neutral,77,15
The total investment of the project will be approximately EUR 36m .,neutral,67,12
The total value of the contract is some EUR 8 million .,neutral,55,12
The total value of these two contracts is over EUR 21 million .,neutral,63,13
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,120,20
The transaction value is CAD 15 million approximately EUR 10 million .,neutral,70,12
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,137,26
The value of the contract is about EUR 27mn .,neutral,45,10
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral,200,33
The value of the contract is EUR 25mn .,neutral,39,9
The value of the contract is in total USD12m .,neutral,46,10
The value of the contracts is about EUR 3.3 mn .,neutral,48,11
The value of the deal has not been disclosed .,neutral,46,10
The value of the deal was not disclosed .,neutral,41,9
The value of the multi-year agreement is over EUR 2mn a year .,neutral,62,13
The value of the three-year contract is estimated at EUR40m .,neutral,61,11
The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral,78,16
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,164,24
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",neutral,143,23
There have not been previous share subscriptions with 2004 stock options .,neutral,74,12
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,150,29
"This could be any of us at any time , '' she said .",neutral,51,14
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,68,11
To see a slide show of all the newest product releases from Fiskars .,neutral,69,14
Total value of the contract is about EUR 10mn .,neutral,47,10
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,130,19
"Tyrv+inen is of the opinion that the airline has been repeating this for some time already , however .",neutral,102,19
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,192,31
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,123,22
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,96,17
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,88,15
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,neutral,81,15
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,205,36
Why not subscribe to the magazine ?,neutral,35,7
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,112,21
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,82,12
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,137,19
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,157,31
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,87,17
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,102,19
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,114,22
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,81,18
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,127,26
Finnish media group Talentum has issued a profit warning .,negative,58,10
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,165,33
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,181,35
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,90,20
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,194,34
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,70,15
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,168,29
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,170,30
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,151,27
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,118,28
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,80,16
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,121,24
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,85,19
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,126,28
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,152,32
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,106,21
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,72,16
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,101,22
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,103,22
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,112,22
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,90,17
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,80,17
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,106,22
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,114,26
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,112,24
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,173,25
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,221,45
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,176,29
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,167,34
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,155,32
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,105,22
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,138,26
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,104,22
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,104,21
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,71,15
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,72,16
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,103,24
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,193,36
Scanfil has also issued a profit warning .,negative,42,8
Scanfil issued a profit warning on 10 April 2006 .,negative,50,10
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,95,21
The real estate company posted a net loss of +  x201a - 59.3 million +  x201a - 0.21 per share compared with a net profit of +  x201a - 31 million +  x201a - 0.11 per share for the corresponding quarter of 2007 .,negative,212,44
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,120,21
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,215,33
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,226,37
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,147,27
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,108,20
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,72,11
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,134,24
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,117,23
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,121,23
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,114,23
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,81,16
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,198,34
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,88,17
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,71,16
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,94,17
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,179,30
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,225,40
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,146,23
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,98,24
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,140,24
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,81,15
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,103,17
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral,111,19
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,236,30
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,129,20
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,108,22
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral,120,20
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,98,18
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,139,25
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,80,15
Finnish publishing and printing group Ilkka-Yhtym+ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,151,25
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,105,18
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,176,33
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,221,37
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,127,19
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,128,20
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral,137,28
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,106,19
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral,108,16
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,153,28
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,96,16
Less than ten people will face pension agreements .,neutral,51,9
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,neutral,95,18
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral,107,18
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,107,20
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral,301,50
Rapala Fishing Frenzy 2009 .,neutral,28,5
Residents access to the block is planned to be from Aleksandri Street .,neutral,71,13
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral,67,12
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,123,27
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral,94,15
The appointments will be in force until the new CEO has been appointed .,neutral,72,14
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,184,34
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,176,39
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral,121,24
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,139,24
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral,215,38
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,179,30
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,101,18
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",neutral,156,26
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral,101,17
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",neutral,153,26
"The gross area of eight houses will be 12,167 m2 .",neutral,50,11
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,84,20
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,71,15
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,67,14
